return_id,order_id,return_date,return_reason
RET003734,ORD025681,2023-02-11,Size Issue
RET003735,ORD011681,2025-04-15,Poor Quality
RET003736,ORD012948,2023-01-15,Poor Quality
RET003737,ORD014238,2023-01-11,Size Issue
RET003738,ORD007687,2023-02-21,Poor Quality
RET003739,ORD046605,2024-08-28,Poor Quality
RET003740,ORD023443,2024-02-06,Size Issue
RET003741,ORD009932,2024-01-22,Late Delivery
RET003742,ORD032939,2025-10-22,Size Issue
RET003743,ORD028217,2023-12-24,Late Delivery
RET003744,ORD008455,2023-08-29,Wrong Product
RET003745,ORD005842,2024-09-20,Wrong Product
RET003746,ORD013376,2024-07-14,Late Delivery
RET003747,ORD037380,2023-05-06,Wrong Product
RET003748,ORD002136,2024-01-16,Wrong Product
RET003749,ORD007818,2024-11-02,Poor Quality
RET003750,ORD001378,2024-01-13,Changed Mind
RET003751,ORD010176,2024-01-17,Wrong Product
RET003752,ORD004690,2023-08-10,Damaged Product
RET003753,ORD028427,2025-11-18,Poor Quality
RET003754,ORD046128,2024-11-24,Late Delivery
RET003755,ORD020185,2024-10-27,Late Delivery
RET003756,ORD049386,2024-06-05,Wrong Product
RET003757,ORD040578,2024-11-25,Size Issue
RET003758,ORD011814,2025-08-13,Late Delivery
RET003759,ORD027521,2024-04-30,Size Issue
RET003760,ORD042505,2025-04-24,Wrong Product
RET003761,ORD024354,2023-04-28,Size Issue
RET003762,ORD022295,2023-09-10,Changed Mind
RET003763,ORD047725,2024-12-15,Size Issue
RET003764,ORD031462,2025-09-08,Wrong Product
RET003765,ORD031870,2024-05-22,Size Issue
RET003766,ORD039164,2025-05-26,Size Issue
RET003767,ORD047877,2025-03-07,Poor Quality
RET003768,ORD004257,2025-03-04,Size Issue
RET003769,ORD005188,2023-06-17,Poor Quality
RET003770,ORD029761,2024-09-10,Changed Mind
RET003771,ORD004741,2023-02-24,Wrong Product
RET003772,ORD047836,2025-02-06,Size Issue
RET003773,ORD006014,2024-02-02,Size Issue
RET003774,ORD016056,2025-01-11,Changed Mind
RET003775,ORD003701,2023-09-05,Wrong Product
RET003776,ORD000217,2025-02-06,Late Delivery
RET003777,ORD040469,2023-01-25,Poor Quality
RET003778,ORD023895,2023-07-06,Late Delivery
RET003779,ORD030501,2025-07-20,Damaged Product
RET003780,ORD027238,2025-02-03,Changed Mind
RET003781,ORD013884,2024-08-13,Changed Mind
RET003782,ORD021548,2023-09-10,Poor Quality
RET003783,ORD022511,2025-12-09,Damaged Product
RET003784,ORD011036,2023-03-11,Size Issue
RET003785,ORD020692,2025-01-11,Poor Quality
RET003786,ORD035721,2025-06-01,Late Delivery
RET003787,ORD014505,2025-01-31,Late Delivery
RET003788,ORD007894,2024-02-16,Size Issue
RET003789,ORD027680,2023-10-22,Late Delivery
RET003790,ORD005909,2023-10-17,Wrong Product
RET003791,ORD004505,2023-03-19,Size Issue
RET003792,ORD009087,2023-09-22,Wrong Product
RET003793,ORD002329,2024-09-29,Size Issue
RET003794,ORD044442,2023-07-22,Size Issue
RET003795,ORD032784,2025-02-27,Size Issue
RET003796,ORD047360,2023-11-09,Poor Quality
RET003797,ORD046675,2023-08-03,Poor Quality
RET003798,ORD015855,2023-02-11,Late Delivery
RET003799,ORD049480,2023-08-08,Changed Mind
RET003800,ORD042205,2024-06-24,Wrong Product
RET003801,ORD012958,2023-07-04,Size Issue
RET003802,ORD035130,2024-12-01,Damaged Product
RET003803,ORD015147,2023-09-19,Damaged Product
RET003804,ORD031308,2025-09-07,Wrong Product
RET003805,ORD007415,2025-09-02,Damaged Product
RET003806,ORD006309,2024-11-14,Poor Quality
RET003807,ORD027368,2023-02-17,Changed Mind
RET003808,ORD009847,2023-06-21,Size Issue
RET003809,ORD013371,2025-08-24,Changed Mind
RET003810,ORD045334,2025-08-02,Size Issue
RET003811,ORD033177,2023-10-03,Size Issue
RET003812,ORD032130,2024-03-14,Wrong Product
RET003813,ORD017213,2023-05-16,Wrong Product
RET003814,ORD024295,2025-09-19,Poor Quality
RET003815,ORD013745,2024-04-25,Wrong Product
RET003816,ORD002437,2024-11-26,Late Delivery
RET003817,ORD022106,2023-03-13,Size Issue
RET003818,ORD047786,2023-11-06,Size Issue
RET003819,ORD034895,2024-07-31,Changed Mind
RET003820,ORD020411,2025-08-31,Late Delivery
RET003821,ORD032237,2026-01-09,Late Delivery
RET003822,ORD030913,2024-05-02,Wrong Product
RET003823,ORD048464,2024-10-11,Late Delivery
RET003824,ORD032885,2025-06-26,Size Issue
RET003825,ORD042110,2025-11-19,Late Delivery
RET003826,ORD039510,2025-09-15,Poor Quality
RET003827,ORD041122,2024-11-02,Changed Mind
RET003828,ORD029711,2025-12-27,Size Issue
RET003829,ORD033117,2024-09-14,Wrong Product
RET003830,ORD009350,2023-09-21,Wrong Product
RET003831,ORD020841,2025-12-01,Size Issue
RET003832,ORD040354,2023-07-12,Changed Mind
RET003833,ORD017240,2024-07-12,Wrong Product
RET003834,ORD048606,2024-02-02,Changed Mind
RET003835,ORD016177,2025-09-22,Damaged Product
RET003836,ORD012832,2023-09-15,Changed Mind
RET003837,ORD038589,2024-05-27,Late Delivery
RET003838,ORD048801,2024-04-27,Damaged Product
RET003839,ORD045872,2023-10-26,Poor Quality
RET003840,ORD048922,2023-12-10,Changed Mind
RET003841,ORD007201,2024-06-23,Wrong Product
RET003842,ORD036990,2023-10-22,Damaged Product
RET003843,ORD045963,2023-11-07,Poor Quality
RET003844,ORD000891,2024-07-28,Late Delivery
RET003845,ORD048015,2023-08-09,Wrong Product
RET003846,ORD007891,2023-02-19,Size Issue
RET003847,ORD020400,2023-02-02,Damaged Product
RET003848,ORD016228,2024-04-20,Late Delivery
RET003849,ORD005688,2023-03-23,Changed Mind
RET003850,ORD031163,2024-09-08,Size Issue
RET003851,ORD043029,2023-05-17,Poor Quality
RET003852,ORD048149,2024-09-05,Size Issue
RET003853,ORD045402,2024-02-18,Changed Mind
RET003854,ORD041757,2023-12-25,Poor Quality
RET003855,ORD008529,2023-10-21,Late Delivery
RET003856,ORD040909,2024-02-22,Wrong Product
RET003857,ORD000652,2023-09-26,Poor Quality
RET003858,ORD013907,2023-01-20,Poor Quality
RET003859,ORD023232,2024-03-09,Late Delivery
RET003860,ORD023344,2024-07-04,Late Delivery
RET003861,ORD027498,2025-05-30,Wrong Product
RET003862,ORD005011,2025-03-13,Wrong Product
RET003863,ORD018149,2025-03-21,Wrong Product
RET003864,ORD036688,2024-01-16,Changed Mind
RET003865,ORD028577,2024-12-02,Wrong Product
RET003866,ORD034714,2025-10-26,Size Issue
RET003867,ORD033392,2024-12-03,Wrong Product
RET003868,ORD049768,2024-04-13,Poor Quality
RET003869,ORD046160,2025-10-23,Poor Quality
RET003870,ORD035268,2023-04-17,Poor Quality
RET003871,ORD002555,2024-10-25,Late Delivery
RET003872,ORD003715,2023-08-26,Changed Mind
RET003873,ORD016564,2023-11-23,Late Delivery
RET003874,ORD024881,2025-06-04,Changed Mind
RET003875,ORD021280,2025-03-30,Changed Mind
RET003876,ORD038942,2025-03-27,Late Delivery
RET003877,ORD012388,2025-01-02,Size Issue
RET003878,ORD033417,2024-04-02,Wrong Product
RET003879,ORD011809,2024-05-12,Changed Mind
RET003880,ORD025954,2024-04-29,Wrong Product
RET003881,ORD019322,2025-06-16,Late Delivery
RET003882,ORD043437,2025-06-10,Damaged Product
RET003883,ORD026429,2025-05-01,Late Delivery
RET003884,ORD034883,2023-12-06,Damaged Product
RET003885,ORD010010,2025-10-12,Changed Mind
RET003886,ORD027091,2023-06-02,Damaged Product
RET003887,ORD009126,2024-09-17,Damaged Product
RET003888,ORD037456,2025-01-15,Size Issue
RET003889,ORD048233,2025-11-26,Wrong Product
RET003890,ORD029214,2024-06-16,Changed Mind
RET003891,ORD008518,2026-01-04,Wrong Product
RET003892,ORD017714,2026-01-19,Changed Mind
RET003893,ORD022947,2025-03-25,Damaged Product
RET003894,ORD037539,2025-04-24,Poor Quality
RET003895,ORD008275,2023-05-11,Wrong Product
RET003896,ORD034449,2024-11-03,Poor Quality
RET003897,ORD048377,2023-08-31,Late Delivery
RET003898,ORD049914,2024-09-12,Size Issue
RET003899,ORD030339,2023-05-25,Poor Quality
RET003900,ORD029619,2024-05-21,Late Delivery
RET003901,ORD004827,2024-07-25,Changed Mind
RET003902,ORD032086,2024-11-27,Late Delivery
RET003903,ORD010172,2025-10-24,Poor Quality
RET003904,ORD010784,2023-03-11,Size Issue
RET003905,ORD017691,2023-09-10,Poor Quality
RET003906,ORD045905,2023-09-02,Changed Mind
RET003907,ORD039304,2024-03-15,Size Issue
RET003908,ORD033544,2025-08-17,Size Issue
RET003909,ORD021675,2025-06-14,Changed Mind
RET003910,ORD015220,2023-08-05,Poor Quality
RET003911,ORD007512,2024-06-19,Wrong Product
RET003912,ORD019435,2024-11-05,Wrong Product
RET003913,ORD022923,2025-12-28,Size Issue
RET003914,ORD038110,2023-11-23,Wrong Product
RET003915,ORD046999,2024-05-18,Poor Quality
RET003916,ORD040521,2025-12-07,Late Delivery
RET003917,ORD036347,2025-04-19,Poor Quality
RET003918,ORD002515,2024-03-25,Wrong Product
RET003919,ORD019719,2024-01-11,Late Delivery
RET003920,ORD042954,2024-07-03,Damaged Product
RET003921,ORD017142,2023-09-19,Late Delivery
RET003922,ORD035992,2025-05-13,Changed Mind
RET003923,ORD007678,2023-04-26,Late Delivery
RET003924,ORD008443,2023-03-17,Wrong Product
RET003925,ORD048274,2024-02-18,Wrong Product
RET003926,ORD043494,2025-04-02,Poor Quality
RET003927,ORD048640,2023-11-28,Wrong Product
RET003928,ORD043503,2023-08-03,Late Delivery
RET003929,ORD013792,2025-09-30,Poor Quality
RET003930,ORD008618,2024-04-15,Size Issue
RET003931,ORD004249,2025-07-29,Late Delivery
RET003932,ORD021721,2024-06-02,Poor Quality
RET003933,ORD026309,2023-07-16,Wrong Product
RET003934,ORD002516,2025-06-26,Poor Quality
RET003935,ORD002727,2025-10-22,Late Delivery
RET003936,ORD049877,2023-03-05,Changed Mind
RET003937,ORD022551,2024-01-12,Wrong Product
RET003938,ORD025562,2025-10-28,Wrong Product
RET003939,ORD046564,2023-05-05,Changed Mind
RET003940,ORD006586,2025-04-29,Size Issue
RET003941,ORD040733,2025-11-01,Damaged Product
RET003942,ORD024852,2025-06-20,Size Issue
RET003943,ORD029429,2024-01-28,Damaged Product
RET003944,ORD031804,2023-01-31,Wrong Product
RET003945,ORD043731,2025-05-04,Changed Mind
RET003946,ORD025705,2025-03-25,Late Delivery
RET003947,ORD030343,2025-03-12,Wrong Product
RET003948,ORD021074,2024-01-09,Changed Mind
RET003949,ORD016813,2025-01-10,Changed Mind
RET003950,ORD046205,2023-10-12,Changed Mind
RET003951,ORD032292,2025-12-30,Wrong Product
RET003952,ORD035506,2023-05-10,Wrong Product
RET003953,ORD029984,2024-11-02,Damaged Product
RET003954,ORD035084,2025-01-08,Late Delivery
RET003955,ORD014286,2023-07-06,Size Issue
RET003956,ORD031624,2025-05-30,Poor Quality
RET003957,ORD037327,2023-09-08,Late Delivery
RET003958,ORD006794,2024-03-01,Changed Mind
RET003959,ORD002901,2025-10-17,Poor Quality
RET003960,ORD009744,2025-12-15,Changed Mind
RET003961,ORD015838,2025-01-27,Late Delivery
RET003962,ORD042212,2025-09-26,Late Delivery
RET003963,ORD004705,2023-10-13,Changed Mind
RET003964,ORD027326,2023-09-21,Damaged Product
RET003965,ORD029520,2024-07-10,Damaged Product
RET003966,ORD012525,2023-04-30,Poor Quality
RET003967,ORD000937,2024-09-27,Size Issue
RET003968,ORD038818,2025-06-06,Late Delivery
RET003969,ORD040299,2025-12-14,Poor Quality
RET003970,ORD030143,2024-07-31,Poor Quality
RET003971,ORD032194,2024-07-12,Poor Quality
RET003972,ORD040975,2025-06-29,Poor Quality
RET003973,ORD005749,2025-12-11,Changed Mind
RET003974,ORD021049,2023-06-13,Size Issue
RET003975,ORD021974,2025-08-15,Size Issue
RET003976,ORD014555,2024-03-28,Damaged Product
RET003977,ORD020563,2023-11-24,Damaged Product
RET003978,ORD048809,2024-07-19,Wrong Product
RET003979,ORD027160,2025-02-14,Size Issue
RET003980,ORD031828,2023-03-04,Damaged Product
RET003981,ORD012623,2025-09-28,Wrong Product
RET003982,ORD005922,2025-01-05,Late Delivery
RET003983,ORD001721,2023-09-10,Damaged Product
RET003984,ORD000582,2025-05-08,Late Delivery
RET003985,ORD024466,2023-02-06,Size Issue
RET003986,ORD006144,2023-01-16,Size Issue
RET003987,ORD047121,2025-05-10,Wrong Product
RET003988,ORD012663,2024-02-09,Size Issue
RET003989,ORD006362,2024-03-10,Changed Mind
RET003990,ORD042202,2024-10-08,Late Delivery
RET003991,ORD034562,2024-05-16,Late Delivery
RET003992,ORD029124,2023-04-16,Size Issue
RET003993,ORD020306,2023-12-07,Late Delivery
RET003994,ORD034089,2024-09-27,Changed Mind
RET003995,ORD010255,2023-09-07,Poor Quality
RET003996,ORD046736,2023-02-20,Damaged Product
RET003997,ORD028682,2024-03-24,Wrong Product
RET003998,ORD046607,2023-07-05,Changed Mind
RET003999,ORD007500,2024-07-11,Wrong Product
RET004000,ORD024976,2023-04-08,Wrong Product
RET004001,ORD016001,2025-05-28,Size Issue
RET004002,ORD040863,2025-05-03,Changed Mind
RET004003,ORD023014,2025-11-20,Wrong Product
RET004004,ORD000771,2023-12-14,Late Delivery
RET004005,ORD004092,2023-07-02,Changed Mind
RET004006,ORD047649,2024-12-20,Damaged Product
RET004007,ORD030054,2023-12-09,Size Issue
RET004008,ORD048859,2025-08-25,Damaged Product
RET004009,ORD019581,2023-03-09,Damaged Product
RET004010,ORD030108,2023-05-20,Wrong Product
RET004011,ORD042971,2023-11-29,Poor Quality
RET004012,ORD043110,2025-06-04,Late Delivery
RET004013,ORD035981,2023-03-30,Wrong Product
RET004014,ORD016314,2025-10-21,Wrong Product
RET004015,ORD038043,2023-04-26,Late Delivery
RET004016,ORD045023,2023-10-31,Size Issue
RET004017,ORD014357,2025-01-01,Poor Quality
RET004018,ORD000298,2024-03-05,Poor Quality
RET004019,ORD033785,2024-02-07,Poor Quality
RET004020,ORD034174,2023-08-20,Late Delivery
RET004021,ORD023495,2024-05-28,Late Delivery
RET004022,ORD043720,2024-05-13,Late Delivery
RET004023,ORD040397,2025-01-29,Wrong Product
RET004024,ORD021601,2023-05-05,Damaged Product
RET004025,ORD012396,2025-08-25,Late Delivery
RET004026,ORD034846,2024-02-05,Changed Mind
RET004027,ORD013996,2025-02-13,Damaged Product
RET004028,ORD045700,2024-10-18,Late Delivery
RET004029,ORD001279,2024-12-25,Poor Quality
RET004030,ORD042636,2024-07-08,Damaged Product
RET004031,ORD004725,2025-01-25,Poor Quality
RET004032,ORD032826,2024-12-30,Damaged Product
RET004033,ORD026813,2023-12-16,Changed Mind
RET004034,ORD020223,2025-09-02,Damaged Product
RET004035,ORD042965,2025-07-06,Wrong Product
RET004036,ORD027614,2024-12-19,Size Issue
RET004037,ORD019362,2024-01-25,Damaged Product
RET004038,ORD018371,2023-05-08,Damaged Product
RET004039,ORD046232,2024-02-19,Late Delivery
RET004040,ORD045630,2023-06-08,Changed Mind
RET004041,ORD037761,2024-02-01,Late Delivery
RET004042,ORD043167,2024-09-09,Changed Mind
RET004043,ORD028122,2023-05-29,Late Delivery
RET004044,ORD003309,2023-12-06,Wrong Product
RET004045,ORD017682,2024-04-30,Wrong Product
RET004046,ORD029103,2026-01-03,Late Delivery
RET004047,ORD012105,2024-04-07,Poor Quality
RET004048,ORD017487,2025-10-03,Size Issue
RET004049,ORD038604,2025-07-07,Late Delivery
RET004050,ORD038486,2023-02-17,Size Issue
RET004051,ORD034692,2025-05-01,Size Issue
RET004052,ORD014062,2024-01-15,Changed Mind
RET004053,ORD031027,2024-03-20,Size Issue
RET004054,ORD009926,2025-12-05,Size Issue
RET004055,ORD003402,2023-07-11,Changed Mind
RET004056,ORD043024,2025-07-20,Size Issue
RET004057,ORD015297,2024-03-21,Poor Quality
RET004058,ORD018675,2023-05-24,Damaged Product
RET004059,ORD047624,2025-05-21,Wrong Product
RET004060,ORD023615,2024-05-04,Changed Mind
RET004061,ORD026363,2023-03-08,Size Issue
RET004062,ORD037637,2023-02-28,Poor Quality
RET004063,ORD030888,2023-05-02,Poor Quality
RET004064,ORD046316,2024-07-16,Size Issue
RET004065,ORD009382,2025-07-21,Changed Mind
RET004066,ORD022703,2024-09-15,Wrong Product
RET004067,ORD043633,2025-10-16,Changed Mind
RET004068,ORD027562,2023-06-08,Poor Quality
RET004069,ORD033625,2024-11-26,Wrong Product
RET004070,ORD047597,2024-02-13,Wrong Product
RET004071,ORD021936,2025-10-23,Changed Mind
RET004072,ORD018170,2025-04-13,Damaged Product
RET004073,ORD029420,2023-05-11,Wrong Product
RET004074,ORD036617,2023-08-08,Late Delivery
RET004075,ORD010594,2024-11-28,Size Issue
RET004076,ORD037424,2023-12-21,Poor Quality
RET004077,ORD016675,2024-02-18,Damaged Product
RET004078,ORD021394,2025-08-24,Poor Quality
RET004079,ORD044423,2024-06-20,Damaged Product
RET004080,ORD006294,2024-01-28,Late Delivery
RET004081,ORD037182,2024-09-23,Poor Quality
RET004082,ORD018588,2024-08-11,Wrong Product
RET004083,ORD003426,2023-09-13,Size Issue
RET004084,ORD003231,2024-10-07,Changed Mind
RET004085,ORD041879,2023-11-01,Damaged Product
RET004086,ORD014464,2025-03-28,Poor Quality
RET004087,ORD015354,2023-02-25,Changed Mind
RET004088,ORD042731,2024-04-02,Late Delivery
RET004089,ORD017787,2025-04-24,Late Delivery
RET004090,ORD046331,2023-01-31,Damaged Product
RET004091,ORD016393,2023-05-02,Wrong Product
RET004092,ORD016853,2024-11-20,Size Issue
RET004093,ORD034835,2024-12-02,Changed Mind
RET004094,ORD032530,2023-11-17,Late Delivery
RET004095,ORD043524,2024-05-26,Changed Mind
RET004096,ORD041558,2025-11-08,Changed Mind
RET004097,ORD016582,2024-10-13,Wrong Product
RET004098,ORD017556,2024-08-26,Size Issue
RET004099,ORD030230,2023-04-09,Size Issue
RET004100,ORD004131,2024-08-05,Changed Mind
RET004101,ORD038307,2024-04-20,Wrong Product
RET004102,ORD026809,2023-10-21,Damaged Product
RET004103,ORD037062,2024-06-08,Wrong Product
RET004104,ORD017363,2025-11-07,Size Issue
RET004105,ORD048398,2023-08-20,Damaged Product
RET004106,ORD001078,2023-01-25,Damaged Product
RET004107,ORD047207,2024-01-28,Size Issue
RET004108,ORD041034,2023-02-13,Changed Mind
RET004109,ORD005502,2025-11-14,Changed Mind
RET004110,ORD004414,2023-12-16,Damaged Product
RET004111,ORD023803,2023-04-28,Poor Quality
RET004112,ORD034529,2024-07-11,Poor Quality
RET004113,ORD021245,2023-10-29,Damaged Product
RET004114,ORD003001,2025-12-20,Poor Quality
RET004115,ORD039704,2025-09-21,Late Delivery
RET004116,ORD047445,2025-10-11,Size Issue
RET004117,ORD004760,2024-01-29,Size Issue
RET004118,ORD049277,2023-12-18,Poor Quality
RET004119,ORD044283,2025-12-26,Changed Mind
RET004120,ORD016540,2024-01-04,Poor Quality
RET004121,ORD043801,2024-05-20,Size Issue
RET004122,ORD025152,2025-11-27,Wrong Product
RET004123,ORD008323,2024-12-07,Size Issue
RET004124,ORD038151,2023-04-30,Late Delivery
RET004125,ORD047905,2025-01-06,Damaged Product
RET004126,ORD014947,2025-12-22,Size Issue
RET004127,ORD048621,2024-08-29,Late Delivery
RET004128,ORD043423,2025-05-05,Changed Mind
RET004129,ORD009469,2023-07-27,Changed Mind
RET004130,ORD005309,2023-09-26,Poor Quality
RET004131,ORD024989,2025-10-09,Poor Quality
RET004132,ORD034483,2025-05-21,Late Delivery
RET004133,ORD031681,2024-04-08,Wrong Product
RET004134,ORD004476,2024-08-06,Changed Mind
RET004135,ORD023091,2024-12-09,Damaged Product
RET004136,ORD012262,2025-01-30,Damaged Product
RET004137,ORD002418,2025-03-19,Damaged Product
RET004138,ORD010215,2023-02-05,Wrong Product
RET004139,ORD042120,2023-10-21,Late Delivery
RET004140,ORD006986,2024-03-09,Poor Quality
RET004141,ORD004121,2023-06-07,Poor Quality
RET004142,ORD034897,2023-05-17,Size Issue
RET004143,ORD026496,2025-11-11,Damaged Product
RET004144,ORD049745,2024-07-01,Size Issue
RET004145,ORD005795,2025-07-24,Wrong Product
RET004146,ORD032818,2023-01-17,Late Delivery
RET004147,ORD038895,2025-10-20,Poor Quality
RET004148,ORD024906,2025-02-18,Changed Mind
RET004149,ORD010164,2024-10-12,Poor Quality
RET004150,ORD002830,2023-12-12,Late Delivery
RET004151,ORD046557,2023-06-05,Poor Quality
RET004152,ORD037520,2024-12-30,Poor Quality
RET004153,ORD013827,2025-02-01,Size Issue
RET004154,ORD030761,2025-01-01,Damaged Product
RET004155,ORD032272,2024-10-10,Damaged Product
RET004156,ORD023116,2025-08-29,Damaged Product
RET004157,ORD022684,2025-02-17,Changed Mind
RET004158,ORD028908,2025-10-17,Late Delivery
RET004159,ORD000442,2025-12-03,Changed Mind
RET004160,ORD035277,2023-12-13,Damaged Product
RET004161,ORD038709,2025-05-06,Changed Mind
RET004162,ORD034544,2023-06-19,Wrong Product
RET004163,ORD015365,2023-07-10,Damaged Product
RET004164,ORD033649,2024-09-11,Changed Mind
RET004165,ORD000196,2024-12-13,Wrong Product
RET004166,ORD002706,2023-03-06,Changed Mind
RET004167,ORD016461,2023-06-24,Poor Quality
RET004168,ORD042390,2023-07-23,Damaged Product
RET004169,ORD032668,2023-08-20,Poor Quality
RET004170,ORD031903,2023-10-11,Size Issue
RET004171,ORD024320,2024-11-12,Wrong Product
RET004172,ORD027516,2025-11-01,Wrong Product
RET004173,ORD039163,2025-03-19,Wrong Product
RET004174,ORD016915,2023-06-22,Poor Quality
RET004175,ORD040618,2025-06-30,Damaged Product
RET004176,ORD044156,2025-05-10,Size Issue
RET004177,ORD032385,2025-03-11,Size Issue
RET004178,ORD029602,2024-11-25,Wrong Product
RET004179,ORD034542,2024-03-15,Damaged Product
RET004180,ORD006654,2024-01-08,Changed Mind
RET004181,ORD046469,2025-10-02,Poor Quality
RET004182,ORD001471,2023-09-16,Late Delivery
RET004183,ORD010908,2023-05-11,Late Delivery
RET004184,ORD041442,2024-06-22,Late Delivery
RET004185,ORD043322,2025-01-26,Size Issue
RET004186,ORD006393,2024-04-11,Wrong Product
RET004187,ORD028954,2023-03-27,Changed Mind
RET004188,ORD016657,2024-08-15,Changed Mind
RET004189,ORD017923,2024-04-16,Damaged Product
RET004190,ORD019589,2025-10-19,Wrong Product
RET004191,ORD032632,2025-09-26,Changed Mind
RET004192,ORD022898,2024-07-08,Damaged Product
RET004193,ORD006341,2025-01-22,Changed Mind
RET004194,ORD023906,2024-06-10,Poor Quality
RET004195,ORD038423,2023-08-12,Poor Quality
RET004196,ORD018917,2023-06-01,Late Delivery
RET004197,ORD025896,2024-04-03,Late Delivery
RET004198,ORD012956,2024-01-15,Wrong Product
RET004199,ORD029066,2024-07-09,Size Issue
RET004200,ORD045252,2025-04-24,Wrong Product
RET004201,ORD035183,2023-07-22,Size Issue
RET004202,ORD031471,2025-06-02,Poor Quality
RET004203,ORD001158,2023-11-24,Wrong Product
RET004204,ORD018108,2023-04-12,Damaged Product
RET004205,ORD028859,2024-09-01,Late Delivery
RET004206,ORD016052,2025-08-20,Poor Quality
RET004207,ORD017288,2025-01-14,Wrong Product
RET004208,ORD029983,2024-01-21,Damaged Product
RET004209,ORD000579,2023-12-26,Late Delivery
RET004210,ORD005693,2023-07-09,Late Delivery
RET004211,ORD025473,2023-01-23,Size Issue
RET004212,ORD040200,2024-09-28,Poor Quality
RET004213,ORD008961,2024-06-07,Poor Quality
RET004214,ORD003859,2023-04-15,Size Issue
RET004215,ORD032562,2024-06-07,Late Delivery
RET004216,ORD038793,2025-05-08,Late Delivery
RET004217,ORD008446,2023-05-04,Poor Quality
RET004218,ORD007773,2024-05-07,Wrong Product
RET004219,ORD010870,2025-01-25,Wrong Product
RET004220,ORD046361,2024-06-18,Damaged Product
RET004221,ORD048807,2023-08-04,Wrong Product
RET004222,ORD029175,2024-02-03,Late Delivery
RET004223,ORD041829,2024-04-25,Poor Quality
RET004224,ORD029274,2023-11-04,Damaged Product
RET004225,ORD016740,2025-08-08,Size Issue
RET004226,ORD043133,2024-09-23,Changed Mind
RET004227,ORD026969,2025-03-23,Poor Quality
RET004228,ORD021536,2023-12-16,Late Delivery
RET004229,ORD030282,2025-11-09,Poor Quality
RET004230,ORD029014,2024-09-25,Wrong Product
RET004231,ORD043841,2023-10-05,Wrong Product
RET004232,ORD048723,2024-04-17,Poor Quality
RET004233,ORD032478,2023-01-16,Wrong Product
RET004234,ORD015042,2024-01-23,Late Delivery
RET004235,ORD002741,2024-06-11,Wrong Product
RET004236,ORD048418,2025-03-08,Poor Quality
RET004237,ORD006129,2025-04-18,Changed Mind
RET004238,ORD011576,2025-08-16,Size Issue
RET004239,ORD026971,2026-01-01,Changed Mind
RET004240,ORD048529,2025-10-15,Late Delivery
RET004241,ORD025632,2025-12-22,Size Issue
RET004242,ORD004035,2025-07-29,Changed Mind
RET004243,ORD016730,2025-10-03,Wrong Product
RET004244,ORD026042,2023-11-19,Poor Quality
RET004245,ORD042859,2025-06-23,Size Issue
RET004246,ORD041755,2024-03-10,Size Issue
RET004247,ORD029996,2023-11-05,Changed Mind
RET004248,ORD019793,2023-08-05,Damaged Product
RET004249,ORD040179,2025-03-27,Wrong Product
RET004250,ORD020211,2025-09-13,Late Delivery
RET004251,ORD013965,2025-12-25,Wrong Product
RET004252,ORD027920,2024-08-07,Size Issue
RET004253,ORD018138,2024-05-18,Changed Mind
RET004254,ORD030114,2024-04-04,Changed Mind
RET004255,ORD037768,2025-09-30,Damaged Product
RET004256,ORD049317,2025-02-08,Size Issue
RET004257,ORD024250,2025-09-14,Damaged Product
RET004258,ORD017354,2025-10-29,Poor Quality
RET004259,ORD002082,2025-09-15,Poor Quality
RET004260,ORD041682,2025-11-06,Changed Mind
RET004261,ORD043417,2025-05-01,Size Issue
RET004262,ORD030366,2024-07-24,Poor Quality
RET004263,ORD041712,2023-10-01,Changed Mind
RET004264,ORD040156,2025-01-27,Wrong Product
RET004265,ORD042811,2025-05-13,Changed Mind
RET004266,ORD030365,2023-05-27,Size Issue
RET004267,ORD042193,2025-02-05,Wrong Product
RET004268,ORD006851,2025-03-18,Changed Mind
RET004269,ORD012066,2024-06-07,Late Delivery
RET004270,ORD011221,2024-11-02,Wrong Product
RET004271,ORD015945,2023-03-15,Changed Mind
RET004272,ORD000524,2024-10-21,Late Delivery
RET004273,ORD038824,2025-11-01,Size Issue
RET004274,ORD040946,2024-07-09,Damaged Product
RET004275,ORD035690,2025-09-13,Poor Quality
RET004276,ORD030838,2023-03-04,Wrong Product
RET004277,ORD011988,2023-04-05,Wrong Product
RET004278,ORD038203,2024-10-04,Wrong Product
RET004279,ORD038004,2024-02-02,Damaged Product
RET004280,ORD018481,2025-04-15,Size Issue
RET004281,ORD044014,2025-02-01,Wrong Product
RET004282,ORD030037,2024-05-18,Poor Quality
RET004283,ORD046036,2025-03-20,Wrong Product
RET004284,ORD036925,2023-05-28,Wrong Product
RET004285,ORD029625,2023-11-14,Wrong Product
RET004286,ORD030694,2024-08-25,Damaged Product
RET004287,ORD036551,2025-04-27,Size Issue
RET004288,ORD024994,2024-10-31,Changed Mind
RET004289,ORD047110,2025-04-13,Wrong Product
RET004290,ORD023987,2024-08-25,Damaged Product
RET004291,ORD003069,2025-01-16,Wrong Product
RET004292,ORD040643,2025-03-03,Wrong Product
RET004293,ORD040699,2024-09-26,Poor Quality
RET004294,ORD023264,2024-03-11,Late Delivery
RET004295,ORD044117,2023-05-22,Late Delivery
RET004296,ORD033422,2024-10-18,Wrong Product
